채널,title,views,likes,comments,published,videoId,url
YTN뉴스,침수 차량 탈출하는 법 #shorts / YTN,1085362,2018,334,2026-06-20T06:03:11Z,GA7Pv_20kGI,https://www.youtube.com/watch?v=GA7Pv_20kGI
YTN뉴스,여기엔 어떻게 들어간 거야? #shorts / YTN,1062823,4670,154,2026-06-18T05:13:04Z,p1QVUXCyhyo,https://www.youtube.com/watch?v=p1QVUXCyhyo
YTN뉴스,결국 1위 찍어버린 테슬라 #shorts / YTN,996687,3320,860,2026-06-15T00:31:34Z,kPVB54ttDDw,https://www.youtube.com/watch?v=kPVB54ttDDw
YTN뉴스,[자막뉴스] 시도 때도 없이 '딸깍'...MZ 유행템 뜻밖의 민폐 논란 / YTN,817320,4917,2512,2026-06-16T04:21:52Z,KqvcblOBpPI,https://www.youtube.com/watch?v=KqvcblOBpPI
YTN뉴스,목숨 살린 '게이밍 PC' #shorts / YTN,798684,2580,181,2026-06-17T11:01:32Z,cyaCogEGkSk,https://www.youtube.com/watch?v=cyaCogEGkSk
YTN뉴스,참교육 '사이다' 가능할까 #shorts / YTN,791009,12243,2015,2026-06-15T04:52:02Z,n0RCdkYotHk,https://www.youtube.com/watch?v=n0RCdkYotHk
YTN뉴스,황당한 아파트 민원 #shorts / YTN,789642,11623,1180,2026-06-17T06:01:34Z,zI7gzkt_Rvs,https://www.youtube.com/watch?v=zI7gzkt_Rvs
YTN뉴스,동물병원의 황당한 실수 #shorts / YTN,766154,7099,917,2026-06-16T07:52:48Z,Hmt55WpJ0tc,https://www.youtube.com/watch?v=Hmt55WpJ0tc
YTN뉴스,대낮에 쓰러진 주한미군 #shorts / YTN,746610,2665,201,2026-06-24T11:01:43Z,bVq6eCM6bGg,https://www.youtube.com/watch?v=bVq6eCM6bGg
YTN뉴스,"[자막뉴스] ""전자담배는 괜찮다?"" 착각...내일부터 과태료 폭탄 시작 / YTN",701156,3304,3016,2026-06-23T05:02:17Z,md4T7-FG0Bw,https://www.youtube.com/watch?v=md4T7-FG0Bw
YTN뉴스,녹아버린 잠실 투표용지함? #shorts / YTN,697066,24638,1697,2026-06-23T07:41:41Z,BA3gEUEuLqE,https://www.youtube.com/watch?v=BA3gEUEuLqE
YTN뉴스,"""월드컵 최악의 경기"" #shorts / YTN",678106,9739,994,2026-06-25T07:11:41Z,kE3kbtoBRZs,https://www.youtube.com/watch?v=kE3kbtoBRZs
YTN뉴스,머스크의 비밀병기 '두뇌 칩' #shorts / YTN,648469,4742,476,2026-06-16T07:04:07Z,7KHS3eOSW0s,https://www.youtube.com/watch?v=7KHS3eOSW0s
YTN뉴스,FIFA의 '황당 제지' #shorts / YTN,622973,1629,129,2026-06-16T06:41:54Z,SHninfivQig,https://www.youtube.com/watch?v=SHninfivQig
YTN뉴스,반려견 사살한 美 경찰 #shorts / YTN,571861,6494,589,2026-06-16T07:02:31Z,YIM1Gj2mLRE,https://www.youtube.com/watch?v=YIM1Gj2mLRE
YTN뉴스,'중일 갈등' 건드렸다 #shorts / YTN,563265,1673,150,2026-06-18T02:01:52Z,32WiVelawP8,https://www.youtube.com/watch?v=32WiVelawP8
YTN뉴스,한국은 무비자인데 #shorts / YTN,541989,4403,436,2026-06-23T02:32:13Z,9VxWhtgq-Gc,https://www.youtube.com/watch?v=9VxWhtgq-Gc
YTN뉴스,"[날씨] ""장마, 시작도 안 해""...태풍까지 겹친다 / YTN",501541,1862,447,2026-06-20T06:18:03Z,TkIaptHGhds,https://www.youtube.com/watch?v=TkIaptHGhds
